"Source","Target","Weight"
"BRICKMAN, SEN. MILES","SPIDER-MAN/PETER PAR",1
"GIGANTUS","SPIDER-MAN/PETER PAR",1
"ZELDA","SPIDER-MAN/PETER PAR",1
"AGAMOTTO","SPIDER-MAN/PETER PAR",1
"BUSHMAN, RAOUL","SPIDER-MAN/PETER PAR",1
"MANOLIS, LT. NICK","SPIDER-MAN/PETER PAR",1
"JESTER/JONATHAN POWE","SPIDER-MAN/PETER PAR",1
"PULASKI, JOSEPHINE J","SPIDER-MAN/PETER PAR",1
"GUDRUN [ASGARDIAN]","SPIDER-MAN/PETER PAR",1
"RED SKULL II/ALBERT ","SPIDER-MAN/PETER PAR",1
"MACE","SPIDER-MAN/PETER PAR",1
"MR. SINISTER/NATHAN ","SPIDER-MAN/PETER PAR",1
"MCCORMICK, BARRY","SPIDER-MAN/PETER PAR",1
"LUMLEY, JUDY","SPIDER-MAN/PETER PAR",1
"ZOMBIE/SIMON GARTH","SPIDER-MAN/PETER PAR",1
"GARTH, DONNA","SPIDER-MAN/PETER PAR",1
"ROBERTS, TED","SPIDER-MAN/PETER PAR",1
"SMITH, SIR DENIS NAY","SPIDER-MAN/PETER PAR",1
"TARR, BLACK JACK","SPIDER-MAN/PETER PAR",1
"FU MANCHU","SPIDER-MAN/PETER PAR",1
"SHAW, SHINOBI","NIGHT THRASHER/DUANE",1
"ALRAUNE, MARLENE","NIGHT THRASHER/DUANE",1
"DOMINO III/BEATRICE/","NIGHT THRASHER/DUANE",1
"MACHETE/FERDINAND LO","NIGHT THRASHER/DUANE",1
"MORGAN","HULK/DR. ROBERT BRUC",1
"GIGANTUS","HULK/DR. ROBERT BRUC",1
"RED RAVEN","HULK/DR. ROBERT BRUC",1
"PRENTISS, BETTY DEAN","HULK/DR. ROBERT BRUC",1
"SPITFIRE/LADY JACQUE","HULK/DR. ROBERT BRUC",1
"LOCUST","HULK/DR. ROBERT BRUC",1
"AGAMOTTO","HULK/DR. ROBERT BRUC",1
"CERBERUS","HULK/DR. ROBERT BRUC",1
"SHIFFMAN, MAXIE","HULK/DR. ROBERT BRUC",1
"STACY, GWEN","HULK/DR. ROBERT BRUC",1
"D'SPAYRE","HULK/DR. ROBERT BRUC",1
"STACY, ARTHUR","HULK/DR. ROBERT BRUC",1
"VENOM/EDDIE BROCK","HULK/DR. ROBERT BRUC",1
"MACHETE/FERDINAND LO","SPEEDBALL/ROBBIE BAL",1
"UNION JACK II/BRIAN ","NAMORITA/NITA PRENTI",1
"MUGGINS, MAMIE","THUNDERBALL/DR. ELIO",1
"FROG-MAN II/EUGENE P","THUNDERBALL/DR. ELIO",1
"ALRAUNE, MARLENE","THUNDERBALL/DR. ELIO",1
"GUDRUN [ASGARDIAN]","THUNDERBALL/DR. ELIO",1
"BANSHEE/SEAN CASSIDY","FIRESTAR/ANGELICA JO",1
"MACHETE/FERDINAND LO","FIRESTAR/ANGELICA JO",1
"STACY, GWEN (CLONE)","FIRESTAR/ANGELICA JO",1
"GREEN GOBLIN IV/PHIL","FIRESTAR/ANGELICA JO",1
"SHAW, SHINOBI","NOVA/RICHARD RIDER",1
"ALRAUNE, MARLENE","NOVA/RICHARD RIDER",1
"DOMINO III/BEATRICE/","NOVA/RICHARD RIDER",1
"MACHETE/FERDINAND LO","NOVA/RICHARD RIDER",1
"BULLSEYE II/BENJAMIN","NOVA/RICHARD RIDER",1
"CLARK, JOHN","NOVA/RICHARD RIDER",1
"CLARK, SARAH","NOVA/RICHARD RIDER",1
"PSI-LORD/FRANKLIN BE","VASHTI",1
"VIBRAXAS/N'KANO","VASHTI",1
"DEVLOR","VASHTI",1
"PRENTISS, BETTY DEAN","VASHTI",1
"LIZARD/DR. CURTIS CO","VASHTI",1
"STACY, ARTHUR","VASHTI",1
"SEAWEED MAN","VASHTI",1
"GEORGE, DAVID LLOYD","SUB-MARINER/NAMOR MA",1
"FITZPATRICK, WILL","SUB-MARINER/NAMOR MA",1
"LIZARD/DR. CURTIS CO","SUB-MARINER/NAMOR MA",1
"FOREIGNER/RAFAEL BAS","SUB-MARINER/NAMOR MA",1
"CERBERUS","SUB-MARINER/NAMOR MA",1
"D'SPAYRE","SUB-MARINER/NAMOR MA",1
"SPEEDBALL II/DARRION","SUB-MARINER/NAMOR MA",1
"HINDSIGHT LAD/CARLTO","SUB-MARINER/NAMOR MA",1
"STACY, ARTHUR","SUB-MARINER/NAMOR MA",1
"NIGHTMARE/EDVARD HAB","SUB-MARINER/NAMOR MA",1
"MISSING LINK","CLARK, JOHN",1
"BRICKFORD, CLAY","CLARK, JOHN",1
"MISSING LINK","JONES, DANIEL DANNY",1
"BRICKFORD, CLAY","JONES, DANIEL DANNY",1
"IRON MAN/TONY STARK ","JONES, DANIEL DANNY",1
"MISSING LINK","JONES, NELL",1
"BRICKFORD, CLAY","JONES, NELL",1
"HYBRID/JAMES JIMMY M","JONES, NELL",1
"IRON MAN/TONY STARK ","JONES, NELL",1
"MISSING LINK","JONES, LORRAINE LORR",1
"BRICKFORD, CLAY","JONES, LORRAINE LORR",1
"IRON MAN/TONY STARK ","JONES, LORRAINE LORR",1
"MISSING LINK","JONES, TAMMY ANNE",1
"BRICKFORD, CLAY","JONES, TAMMY ANNE",1
"IRON MAN/TONY STARK ","JONES, TAMMY ANNE",1
"MISSING LINK","CLARK, SARAH",1
"BRICKFORD, CLAY","CLARK, SARAH",1
"CREED, GRAYDON","DESTINY II/IRENE ADL",1
"KILLBURN, MACK","DESTINY II/IRENE ADL",1
"QUARK","ROGUE /",1
"ARIZE","ROGUE /",1
"MAGOG II","ROGUE /",1
"GOG III","ROGUE /",1
"PLUNDER, ADAM KYLE M","ROGUE /",1
"BRICKMAN, SEN. MILES","ROGUE /",1
"PENANCE/MONET ST. CR","ROGUE /",1
"MUGGINS, MAMIE","ROGUE /",1
"LANDERS, GENA","ROGUE /",1
"ALRAUNE, MARLENE","ROGUE /",1
"WARD, SEN. STEWART","ROGUE /",1
"KILLBURN, MACK","ROGUE /",1
"A","ROGUE /",1
"CREED, GRAYDON","AVALANCHE/DOMINIC PE",1
"BANSHEE/SEAN CASSIDY","AVALANCHE/DOMINIC PE",1
"HYBRID/JAMES JIMMY M","AVALANCHE/DOMINIC PE",1
"CREED, GRAYDON","PYRO/ALLERDYCE JOHNN",1
"BANSHEE/SEAN CASSIDY","PYRO/ALLERDYCE JOHNN",1
"HYBRID/JAMES JIMMY M","PYRO/ALLERDYCE JOHNN",1
"BRICKMAN, SEN. MILES","TORPEDO III/BROCK JO",1
"JESTER/JONATHAN POWE","TORPEDO III/BROCK JO",1
"MISSING LINK","TORPEDO III/BROCK JO",1
"BRICKFORD, CLAY","TORPEDO III/BROCK JO",1
"CREED, GRAYDON","BLOB/FRED J. DUKES",1
"OGRE","BLOB/FRED J. DUKES",1
"SUPREME ONE","BLOB/FRED J. DUKES",1
"PENANCE/MONET ST. CR","BLOB/FRED J. DUKES",1
"ZELDA","BLOB/FRED J. DUKES",1
"MUGGINS, MAMIE","BLOB/FRED J. DUKES",1
"FOREIGNER/RAFAEL BAS","BLOB/FRED J. DUKES",1
"DOMINO III/BEATRICE/","BLOB/FRED J. DUKES",1
"BLACK CAT/FELICIA HA","BLOB/FRED J. DUKES",1
"MR. SINISTER/NATHAN ","BLOB/FRED J. DUKES",1
"HYBRID/JAMES JIMMY M","BLOB/FRED J. DUKES",1
"PENANCE/MONET ST. CR","MYSTIQUE/RAVEN DARKH",1
"DOMINO III/BEATRICE/","MYSTIQUE/RAVEN DARKH",1
"KILLBURN, MACK","MYSTIQUE/RAVEN DARKH",1
"MISSING LINK","JACKSON, STEVE",1
"BRICKFORD, CLAY","JACKSON, STEVE",1
"RESTON, CLIVE","JACKSON, STEVE",1
"SMITH, SIR DENIS NAY","JACKSON, STEVE",1
"TARR, BLACK JACK","JACKSON, STEVE",1
"IRON MAN/TONY STARK ","JACKSON, STEVE",1
"IRON MAN/TONY STARK ","WU, LEIKO",1
"DAYTRIPPER/AMANDA SE","MAN-THING/THEODORE T",1
"BANSHEE/SEAN CASSIDY","MAN-THING/THEODORE T",1
"PENANCE/MONET ST. CR","MAN-THING/THEODORE T",1
"DOMINO III/BEATRICE/","MAN-THING/THEODORE T",1
"GATEWAY","MAN-THING/THEODORE T",1
"SMITH, SIR DENIS NAY","MAN-THING/THEODORE T",1
"TARR, BLACK JACK","MAN-THING/THEODORE T",1
"FU MANCHU","MAN-THING/THEODORE T",1
"MISSING LINK","ROM, SPACEKNIGHT",1
"BRICKFORD, CLAY","ROM, SPACEKNIGHT",1
"SEAWEED MAN","ROM, SPACEKNIGHT",1
"MISSING LINK","STARSHINE II/BRANDY ",1
"BRICKFORD, CLAY","STARSHINE II/BRANDY ",1
"IRON MAN/TONY STARK ","STARSHINE II/BRANDY ",1
"TOMBSTONE/LONNIE THO","FU MANCHU",1
"MAELSTROM/MALCOLM ST","IRON MAN IV/JAMES R.",1
"RICHARDS, NATHANIEL","IRON MAN IV/JAMES R.",1
"VALKIN","IRON MAN IV/JAMES R.",1
"BLACK CAT/FELICIA HA","IRON MAN IV/JAMES R.",1
"MR. SINISTER/NATHAN ","IRON MAN IV/JAMES R.",1
"PLUNDER, ADAM KYLE M","BLACK PANTHER/T'CHAL",1
"BANSHEE/SEAN CASSIDY","BLACK PANTHER/T'CHAL",1
"LIZARD/DR. CURTIS CO","BLACK PANTHER/T'CHAL",1
"ALRAUNE, MARLENE","BLACK PANTHER/T'CHAL",1
"A","PRINCESS ZANDA",1
